certificateType,registeredPersonNumber,accreditationCode,generationYear,generationState,startSerialNumber,endSerialNumber,fuelSource,ownerAccount,ownerAccountId,status
STC,16602,PVD2550562,2016,VIC,1,44,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2555701,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2555826,2016,VIC,1,53,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2556417,2016,VIC,1,84,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2556406,2016,VIC,1,62,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2556424,2016,VIC,1,56,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2557246,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2557284,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2557285,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2557286,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562677,2016,VIC,1,35,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562678,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562679,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562680,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562715,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562718,2016,VIC,1,47,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562722,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562723,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562724,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2562775,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2580031,2016,VIC,1,102,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2580044,2016,VIC,1,56,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2580103,2016,VIC,1,53,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2580081,2016,VIC,1,58,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2580051,2016,VIC,1,53,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2580190,2016,VIC,1,53,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2580216,2016,VIC,1,79,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Registered
STC,16602,PVD2550562,2016,VIC,1,44,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2555701,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2555826,2016,VIC,1,53,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2556417,2016,VIC,1,84,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2556406,2016,VIC,1,62,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2556424,2016,VIC,1,56,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2557246,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2557284,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2557285,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2557286,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562677,2016,VIC,1,35,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562678,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562679,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562680,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562715,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562718,2016,VIC,1,47,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562722,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562723,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562724,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2562775,2016,VIC,1,37,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2580031,2016,VIC,1,102,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2580044,2016,VIC,1,56,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2580103,2016,VIC,1,53,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2580081,2016,VIC,1,58,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2580051,2016,VIC,1,53,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2580190,2016,VIC,1,53,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
STC,16602,PVD2580216,2016,VIC,1,79,S.G.U. - solar (deemed),Australian Environmental Exchange PTY LTD,38500,Pending transfer
LGC,19920,HYMCTA05,2016,TAS,3062,3507,Hydro,Frome Renewable Energy Pty Ltd,39824,Pending audit
STC,14986,PVD2584754,2016,NSW,1,557,S.G.U. - solar (deemed),ATTIA ENTERPRISE PTY LTD,31630,Pending audit
STC,10673,PVD2584750,2016,VIC,1,100,S.G.U. - solar (deemed),Trade In Green Pty Ltd,25062,Pending audit
STC,10673,PVD2584751,2016,QLD,1,126,S.G.U. - solar (deemed),Trade In Green Pty Ltd,25062,Pending audit
STC,10673,PVD2584706,2016,NSW,1,165,S.G.U. - solar (deemed),Trade In Green Pty Ltd,25062,Pending audit
STC,18874,PVD2566903,2016,NSW,1,41,S.G.U. - solar (deemed),Mocomo Pty Ltd,35962,Registered
STC,18874,PVD2580279,2016,VIC,1,88,S.G.U. - solar (deemed),Mocomo Pty Ltd,35962,Registered
STC,18874,PVD2564677,2016,NSW,1,41,S.G.U. - solar (deemed),Mocomo Pty Ltd,35962,Registered
STC,18874,PVD2581606,2016,SA,1,71,S.G.U. - solar (deemed),Mocomo Pty Ltd,35962,Registered
STC,11416,PVD2584707,2016,QLD,1,58,S.G.U. - solar (deemed),Halcol Energy Pty Ltd.,28568,Pending audit
STC,11731,PVD2581036,2016,QLD,1,105,S.G.U. - solar (deemed),CMP and DCM Pty Ltd ATF JDP Trust T/A FRASER COAST SOLAR CENTRE,29137,Pending STC clearing house sale
STC,11731,PVD2581036,2016,QLD,1,105,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,11888,SW2579365,2016,QLD,1,29,S.W.H. - solar (deemed),CMP and DCM Pty Ltd ATF Solar Power Trust,29592,Pending STC clearing house sale
STC,11888,SW2579365,2016,QLD,1,29,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
LGC,95,HYMCNS06,2016,NSW,1,21,Hydro,Sydney Water Corporation,842,Registered
LGC,95,HYMCNS06,2016,NSW,22,27,Hydro,Sydney Water Corporation,842,Registered
LGC,95,HYMCNS06,2016,NSW,28,28,Hydro,Sydney Water Corporation,842,Registered
LGC,95,HYMCNS06,2016,NSW,29,30,Hydro,Sydney Water Corporation,842,Registered
LGC,95,HYMCNS06,2016,NSW,31,50,Hydro,Sydney Water Corporation,842,Registered
LGC,95,HYMCNS06,2016,NSW,51,72,Hydro,Sydney Water Corporation,842,Registered
LGC,95,HYMCNS06,2016,NSW,73,98,Hydro,Sydney Water Corporation,842,Registered
LGC,95,HYMCNS06,2016,NSW,99,113,Hydro,Sydney Water Corporation,842,Registered
LGC,21810,WD00SA18,2016,SA,77284,106897,Wind,HWF1 Pty Ltd,41789,Pending audit
STC,11992,RC2584567,2016,ACT,13558364,13559563,Regulator created (deemed),Energy and Management Services Pty Ltd,34832,Pending transfer
STC,11992,RC2584568,2016,ACT,13560464,13561663,Regulator created (deemed),Energy and Management Services Pty Ltd,34832,Pending transfer
STC,11992,RC2584567,2016,ACT,13559564,13560463,Regulator created (deemed),Energy and Management Services Pty Ltd,34832,Pending transfer
STC,11992,RC2584567,2016,ACT,13558364,13559563,Regulator created (deemed),Honan Holdings Pty Ltd,37473,Registered
STC,13653,PVD2582483,2016,SA,1,64,S.G.U. - solar (deemed),Mannix Solar Pty Ltd,31194,Invalid due to audit
STC,18454,PVD2582572,2016,QLD,1,161,S.G.U. - solar (deemed),Emerging Energy Solutions Group Pty Ltd,35465,Invalid due to audit
STC,21913,PVD2565020,2016,NSW,1,107,S.G.U. - solar (deemed),ONE STOP WAREHOUSE FINANCE PTY LTD,41870,Pending creation fee payment
STC,21913,PVD2565021,2016,QLD,1,123,S.G.U. - solar (deemed),ONE STOP WAREHOUSE FINANCE PTY LTD,41870,Pending creation fee payment
STC,21913,PVD2565022,2016,NSW,1,107,S.G.U. - solar (deemed),ONE STOP WAREHOUSE FINANCE PTY LTD,41870,Pending creation fee payment
STC,13072,PVD2567285,2016,QLD,1,116,S.G.U. - solar (deemed),Isquith Pty Ltd T/A Solar Link,30631,Pending creation fee payment
STC,12035,PVD2567287,2016,NSW,1,67,S.G.U. - solar (deemed),Springwood Solar Pty ltd,18202,Pending creation fee payment
STC,2572,PVD2567298,2016,VIC,1,54,S.G.U. - solar (deemed),YOUR ENERGY SOLUTIONS SOLAR PTY LTD,7880,Pending creation fee payment
STC,13891,PVD2567347,2016,WA,1,86,S.G.U. - solar (deemed),OSTERLEY INVESTMENTS (WA) PTY LTD ATF The DJR Trust,32183,Registered
STC,21971,PVD2567369,2016,NSW,1,75,S.G.U. - solar (deemed),Flextronics Australia Pty Ltd,41952,Pending creation fee payment
STC,17953,PVD2567379,2016,VIC,1,96,S.G.U. - solar (deemed),Sunstainable Pty Ltd,36501,Registered
STC,17953,PVD2567380,2016,VIC,1,94,S.G.U. - solar (deemed),Sunstainable Pty Ltd,36501,Registered
STC,17953,PVD2567381,2016,VIC,1,91,S.G.U. - solar (deemed),Sunstainable Pty Ltd,36501,Registered
STC,17953,PVD2567382,2016,VIC,1,263,S.G.U. - solar (deemed),Sunstainable Pty Ltd,36501,Registered
STC,17953,PVD2567385,2016,VIC,1,91,S.G.U. - solar (deemed),Sunstainable Pty Ltd,36501,Registered
STC,10968,PVD2567409,2016,QLD,1,103,S.G.U. - solar (deemed),Renewable Energy Traders Pty Ltd,27966,Registered
STC,10968,PVD2567416,2016,NSW,1,64,S.G.U. - solar (deemed),Renewable Energy Traders Pty Ltd,27966,Registered
STC,11826,PVD2567438,2016,WA,1,62,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Registered
STC,19682,PVD2567454,2016,QLD,1,101,S.G.U. - solar (deemed),GERMAN ENERGY PTY LTD,39341,Registered
STC,11826,PVD2567461,2016,WA,1,138,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Registered
STC,13072,PVD2567473,2016,QLD,1,137,S.G.U. - solar (deemed),Isquith Pty Ltd T/A Solar Link,30631,Pending creation fee payment
STC,20507,SW2565041,2016,VIC,1,35,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Pending creation fee payment
STC,13227,PVD2582586,2016,SA,1,131,S.G.U. - solar (deemed),Sel Absolute Return Fund Pty Limited,29472,Invalid due to audit
STC,18454,PVD2582708,2016,QLD,1,122,S.G.U. - solar (deemed),Emerging Energy Solutions Group Pty Ltd,35465,Invalid due to audit
STC,18454,PVD2582709,2016,NSW,1,108,S.G.U. - solar (deemed),Emerging Energy Solutions Group Pty Ltd,35465,Invalid due to audit
STC,36,PVD2584752,2016,NSW,1,64,S.G.U. - solar (deemed),Origin Energy Electricity Limited,578,Pending audit
STC,36,PVD2584773,2016,QLD,1,97,S.G.U. - solar (deemed),Origin Energy Electricity Limited,578,Pending audit
STC,36,PVD2584774,2016,SA,1,129,S.G.U. - solar (deemed),Origin Energy Electricity Limited,578,Pending audit
STC,36,PVD2584775,2016,NSW,1,86,S.G.U. - solar (deemed),Origin Energy Electricity Limited,578,Pending audit
STC,36,PVD2584776,2016,QLD,1,129,S.G.U. - solar (deemed),Origin Energy Electricity Limited,578,Pending audit
STC,36,PVD2584777,2016,VIC,1,388,S.G.U. - solar (deemed),Origin Energy Electricity Limited,578,Pending audit
STC,18454,PVD2582741,2016,NSW,1,48,S.G.U. - solar (deemed),Emerging Energy Solutions Group Pty Ltd,35465,Invalid due to audit
STC,20464,PVD2582772,2016,QLD,1,128,S.G.U. - solar (deemed),Achievers Energy Group Pty Ltd TA Achievers Energy,40315,Invalid due to audit
STC,18454,PVD2584677,2016,VIC,1,37,S.G.U. - solar (deemed),Emerging Energy Solutions Group Pty Ltd,35465,Invalid due to audit
STC,20464,PVD2582773,2016,VIC,1,62,S.G.U. - solar (deemed),Achievers Energy Group Pty Ltd TA Achievers Energy,40315,Invalid due to audit
STC,17274,SW2565671,2016,WA,1,30,S.W.H. - solar (deemed),RETA (WA) Pty Ltd,35564,Registered
STC,20587,PVD2566814,2015,VIC,1,79,S.G.U. - solar (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,19047,PVD2567117,2015,WA,1,62,S.G.U. - solar (deemed),Advance Finance Solutions Pty Ltd,38471,Pending creation fee payment
STC,20507,SW2564892,2015,VIC,1,23,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Pending creation fee payment
STC,20587,SW2565417,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565418,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565419,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565421,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565422,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565423,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565424,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565425,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565426,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565428,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565429,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565430,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565431,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565432,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565433,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565434,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565435,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565436,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565437,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565438,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565439,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565440,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565441,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565442,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565443,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2565444,2015,NSW,1,27,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,176,SW2566618,2015,NSW,1,40,S.W.H. - solar (deemed),Rheem Australia Pty Ltd,1150,Pending creation fee payment
STC,20587,SW2566650,2015,QLD,1,32,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,20587,SW2566651,2015,QLD,1,32,S.W.H. - air source heat pump (deemed),GB Environmental Trading Pty Ltd,40533,Registered
STC,19981,PVD2565216,2016,QLD,1,134,S.G.U. - solar (deemed),Humenergy Group Pty Ltd,39823,Registered
STC,19981,PVD2565241,2016,QLD,1,861,S.G.U. - solar (deemed),Humenergy Group Pty Ltd,39823,Registered
STC,11992,RC2584568,2016,ACT,13560464,13561663,Regulator created (deemed),Cobar Management Pty Ltd,38970,Registered
STC,11992,RC2584567,2016,ACT,13559564,13560463,Regulator created (deemed),Cobar Management Pty Ltd,38970,Registered
STC,18341,PVD2580672,2016,NSW,1,109,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Registered
STC,18341,PVD2580773,2016,NSW,1,104,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Registered
STC,18341,PVD2580985,2016,NSW,1,103,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Registered
STC,18341,PVD2581806,2016,NSW,1,64,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Registered
STC,18341,PVD2582049,2016,NSW,1,62,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Registered
STC,18341,PVD2580672,2016,NSW,1,109,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Pending STC clearing house sale
STC,18341,PVD2580773,2016,NSW,1,104,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Pending STC clearing house sale
STC,18341,PVD2580985,2016,NSW,1,103,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Pending STC clearing house sale
STC,18341,PVD2581806,2016,NSW,1,64,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Pending STC clearing house sale
STC,18341,PVD2582049,2016,NSW,1,62,S.G.U. - solar (deemed),RK Solar and Consulting Services Pty Ltd,37230,Pending STC clearing house sale
STC,18341,PVD2580672,2016,NSW,1,109,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,18341,PVD2580773,2016,NSW,1,104,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,18341,PVD2580985,2016,NSW,1,103,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,18341,PVD2581806,2016,NSW,1,64,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,18341,PVD2582049,2016,NSW,1,62,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
LGC,12585,WD00NS07,2016,NSW,138525,151437,Wind,Gunning Wind Energy Developments Pty Ltd,30385,Pending audit
LGC,14,HY00TA22,2015,TAS,1,2106,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HY00TA14,2015,TAS,1,4577,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HY00TA06,2015,TAS,1,79230,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HY00TA06,2015,TAS,79231,230540,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HY00TA13,2015,TAS,1,14926,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HY00TA13,2015,TAS,14927,25686,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HY00TA13,2015,TAS,25687,25856,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HY00TA13,2015,TAS,25857,63889,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,1,449,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,450,729,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,730,1139,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,1140,1261,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,1262,1626,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,1627,1955,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,1956,2213,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,2214,2306,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,2307,2559,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,2560,2876,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,2877,3101,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMCTA01,2015,TAS,3102,3446,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,1,1026,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,1027,1944,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,1945,2850,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,2851,3644,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,3645,4308,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,4309,4948,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,4949,5905,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,5906,6585,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,6586,7005,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,7015,8152,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,8173,9097,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA08,2015,TAS,9116,9921,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,1,198,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,199,922,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,923,2049,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,2050,2072,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,2073,3318,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,3319,4928,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,4929,6798,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,6799,7190,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,7191,8780,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,8781,10482,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,10483,11420,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA07,2015,TAS,11421,12520,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,1,3083,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,3084,6604,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,6605,10850,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,10851,14836,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,14837,19170,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,19171,23663,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,23664,28351,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,28352,33044,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,39842,44336,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,33045,37624,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,37625,39841,Hydro,Hydro-Electric Corporation,534,Registered
LGC,14,HYMITA06,2015,TAS,44337,47050,Hydro,Hydro-Electric Corporation,534,Registered
LGC,2932,WD00VC09,2016,VIC,543463,598394,Wind,Pyrenees Wind Energy Developments Pty Ltd,8960,Pending audit
STC,12939,PVD2584778,2016,NSW,1,84,S.G.U. - solar (deemed),Anthony Roberts Holdings Pty Ltd T/A STC Trading Australia,30826,Pending audit
STC,19981,PVD2584779,2016,QLD,1,2198,S.G.U. - solar (deemed),Humenergy Group Pty Ltd,39823,Pending audit
STC,19148,PVD2584780,2016,NSW,1,323,S.G.U. - solar (deemed),Eco Solar Works Pty Ltd,38672,Pending audit
