certificateType,registeredPersonNumber,accreditationCode,generationYear,generationState,startSerialNumber,endSerialNumber,fuelSource,ownerAccount,ownerAccountId,status
STC,9552,PVD2377182,2015,NSW,1,261,S.G.U. - solar (deemed),Demand Manager Pty Ltd,20122,Pending STC clearing house sale
STC,9552,SW2367877,2015,WA,1,36,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,SW2367879,2015,WA,1,36,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,SW2367880,2015,WA,1,36,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,SW2368447,2015,WA,1,36,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,SW2374643,2015,WA,1,36,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,18454,SW2370220,2015,QLD,32,36,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,PVD2375851,2015,NSW,1,124,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,PVD2376291,2015,VIC,1,175,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,SW2376336,2015,WA,1,36,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,SW2376337,2015,WA,1,36,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,18454,SW2369965,2015,QLD,1,25,S.W.H. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,18454,PVD2371213,2015,SA,231,285,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,PVD2377182,2015,NSW,1,261,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,12144,PVD2375621,2015,VIC,1,89,S.G.U. - solar (deemed),Harry Concepts Pty Ltd T/A Evergreen Solar Power,29984,Registered
STC,12144,PVD2377844,2015,VIC,1,124,S.G.U. - solar (deemed),Harry Concepts Pty Ltd T/A Evergreen Solar Power,29984,Registered
STC,12144,PVD2375621,2015,VIC,1,89,S.G.U. - solar (deemed),Harry Concepts Pty Ltd T/A Evergreen Solar Power,29984,Pending STC clearing house sale
STC,12144,PVD2377844,2015,VIC,1,124,S.G.U. - solar (deemed),Harry Concepts Pty Ltd T/A Evergreen Solar Power,29984,Pending STC clearing house sale
STC,12144,PVD2375621,2015,VIC,1,89,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,12144,PVD2377844,2015,VIC,1,124,S.G.U. - solar (deemed),The Clean Energy Regulator,241,Invalid due to STC clearing house deficit
STC,9552,SW2379437,2015,NSW,1,30,S.W.H. - solar (deemed),Demand Manager Pty Ltd,20122,Pending audit
STC,9552,SW2379438,2015,QLD,1,36,S.W.H. - solar (deemed),Demand Manager Pty Ltd,20122,Pending audit
STC,9552,SW2379439,2015,QLD,1,36,S.W.H. - solar (deemed),Demand Manager Pty Ltd,20122,Pending audit
STC,9552,SW2379440,2015,QLD,1,36,S.W.H. - solar (deemed),Demand Manager Pty Ltd,20122,Pending audit
STC,9552,SW2379441,2015,QLD,1,36,S.W.H. - solar (deemed),Demand Manager Pty Ltd,20122,Pending audit
STC,9552,SW2379442,2015,QLD,1,36,S.W.H. - solar (deemed),Demand Manager Pty Ltd,20122,Pending audit
STC,9552,SW2379443,2015,QLD,1,36,S.W.H. - solar (deemed),Demand Manager Pty Ltd,20122,Pending audit
STC,17934,PVD2379457,2015,NSW,1,207,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,17934,PVD2379458,2015,NSW,1,103,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,17934,PVD2379477,2015,NSW,1,104,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,17934,PVD2379478,2015,NSW,1,104,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,13072,PVD2377983,2015,VIC,1,88,S.G.U. - solar (deemed),Isquith Pty Ltd T/A Solar Link,30631,Registered
STC,13072,PVD2377985,2015,VIC,1,88,S.G.U. - solar (deemed),Isquith Pty Ltd T/A Solar Link,30631,Registered
STC,13072,PVD2377986,2015,QLD,1,103,S.G.U. - solar (deemed),Isquith Pty Ltd T/A Solar Link,30631,Registered
STC,20464,PVD2379459,2015,QLD,1,113,S.G.U. - solar (deemed),Achievers Energy Group Pty Ltd TA Achievers Energy,40315,Pending audit
STC,18565,PVD2379460,2015,SA,1,105,S.G.U. - solar (deemed),GREEN ENGINEERING (VIC) PTY. LTD,37435,Pending audit
STC,11826,PVD2379444,2015,NSW,1,115,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,18565,PVD2379461,2015,SA,1,103,S.G.U. - solar (deemed),GREEN ENGINEERING (VIC) PTY. LTD,37435,Pending audit
STC,15242,PVD2379479,2015,NSW,1,110,S.G.U. - solar (deemed),Hunter Solar Pty Ltd T/A HCB Solar,30119,Pending audit
STC,11826,PVD2379445,2015,NSW,1,34,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379446,2015,NSW,1,80,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379447,2015,NSW,1,115,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379462,2015,NSW,1,25,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11667,PVD2379448,2015,NSW,1,102,S.G.U. - solar (deemed),Thirroul Solar Pty Ltd,28815,Pending audit
STC,15242,PVD2379480,2015,NSW,1,32,S.G.U. - solar (deemed),Hunter Solar Pty Ltd T/A HCB Solar,30119,Pending audit
STC,11667,PVD2379481,2015,NSW,1,86,S.G.U. - solar (deemed),Thirroul Solar Pty Ltd,28815,Pending audit
STC,11826,PVD2379463,2015,WA,1,114,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11667,PVD2379449,2015,NSW,1,107,S.G.U. - solar (deemed),Thirroul Solar Pty Ltd,28815,Pending audit
STC,11826,PVD2379450,2015,WA,1,114,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,18893,PVD2379464,2015,QLD,1,124,S.G.U. - solar (deemed),Coastwide Solar Pty Ltd,36669,Pending audit
STC,18893,PVD2379451,2015,QLD,1,124,S.G.U. - solar (deemed),Coastwide Solar Pty Ltd,36669,Pending audit
STC,11667,PVD2379465,2015,NSW,1,102,S.G.U. - solar (deemed),Thirroul Solar Pty Ltd,28815,Pending audit
STC,11826,PVD2379466,2015,NSW,1,36,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379452,2015,WA,1,114,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,13133,PVD2379467,2015,NT,1,85,S.G.U. - solar (deemed),Ozzy Fortune Group Pty Ltd,31110,Pending audit
STC,11667,PVD2379453,2015,NSW,1,64,S.G.U. - solar (deemed),Thirroul Solar Pty Ltd,28815,Pending audit
STC,11826,PVD2379454,2015,WA,1,103,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,13133,PVD2379468,2015,NT,1,111,S.G.U. - solar (deemed),Ozzy Fortune Group Pty Ltd,31110,Pending audit
STC,11667,PVD2379469,2015,NSW,1,102,S.G.U. - solar (deemed),Thirroul Solar Pty Ltd,28815,Pending audit
STC,11826,PVD2379470,2015,WA,1,124,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379471,2015,WA,1,106,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379455,2015,WA,1,103,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379456,2015,WA,1,103,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,17934,PVD2379497,2015,QLD,1,63,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,11826,PVD2379472,2015,WA,1,126,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379473,2015,WA,1,97,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379498,2015,NSW,1,103,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,11826,PVD2379474,2015,NSW,1,98,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,18367,PVD2379475,2015,VIC,1,53,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,18367,PVD2379499,2015,VIC,1,53,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,18367,PVD2379476,2015,VIC,1,26,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,17934,PVD2379482,2015,NSW,1,82,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,17934,PVD2379483,2015,NSW,1,72,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,17934,PVD2379517,2015,NSW,1,114,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,17934,PVD2379500,2015,NSW,1,72,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,11826,PVD2379484,2015,NSW,1,41,S.G.U. - solar (deemed),P and N NSW Pty Ltd,29410,Pending audit
STC,18367,PVD2379501,2015,VIC,1,53,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,17934,PVD2379502,2015,NSW,1,98,S.G.U. - solar (deemed),HANTTON RENEWABLE ENERGY AUSTRALIA PTY LTD,36205,Pending audit
STC,18367,PVD2379518,2015,VIC,1,62,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,18367,PVD2379519,2015,VIC,1,26,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,18367,PVD2379503,2015,VIC,1,71,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,19370,PVD2379520,2015,NSW,1,41,S.G.U. - solar (deemed),Solar Bright Home Improvement Pty Ltd,38883,Pending audit
STC,18367,PVD2379504,2015,VIC,1,35,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,18367,PVD2379505,2015,VIC,1,35,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,18367,PVD2379485,2015,VIC,1,26,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,18367,PVD2379486,2015,VIC,1,26,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
STC,18367,PVD2379487,2015,VIC,1,53,S.G.U. - solar (deemed),INTEGRA Energy Group Pty Ltd,31167,Pending audit
