certificateType,registeredPersonNumber,accreditationCode,generationYear,generationState,startSerialNumber,endSerialNumber,fuelSource,ownerAccount,ownerAccountId,status,certificateQuantity
STC,11773,PVD2577723,2016,NSW,1,107,S.G.U. - solar (deemed),Soltek Energy Pty Ltd,29296,Pending audit,1
STC,16688,PVD2577724,2016,WA,1,64,S.G.U. - solar (deemed),SOLA NOW PTY LTD,34003,Pending audit,1
STC,11773,PVD2577725,2016,NSW,1,107,S.G.U. - solar (deemed),Soltek Energy Pty Ltd,29296,Pending audit,1
STC,11773,PVD2577736,2016,NSW,1,107,S.G.U. - solar (deemed),Soltek Energy Pty Ltd,29296,Pending audit,1
STC,16688,PVD2577737,2016,WA,1,64,S.G.U. - solar (deemed),SOLA NOW PTY LTD,34003,Pending audit,1
STC,11773,PVD2577738,2016,NSW,1,212,S.G.U. - solar (deemed),Soltek Energy Pty Ltd,29296,Pending audit,1
STC,11773,PVD2577726,2016,NSW,1,106,S.G.U. - solar (deemed),Soltek Energy Pty Ltd,29296,Pending audit,1
STC,11773,PVD2577739,2016,NSW,1,106,S.G.U. - solar (deemed),Soltek Energy Pty Ltd,29296,Pending audit,1
STC,16688,PVD2577727,2016,SA,1,64,S.G.U. - solar (deemed),SOLA NOW PTY LTD,34003,Pending audit,1
STC,11773,PVD2577740,2016,NSW,1,107,S.G.U. - solar (deemed),Soltek Energy Pty Ltd,29296,Pending audit,1
STC,16688,PVD2577686,2016,WA,1,64,S.G.U. - solar (deemed),SOLA NOW PTY LTD,34003,Pending audit,1
STC,19336,PVD2499394,2016,NSW,1,41,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2499587,2016,NSW,1,414,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2499622,2016,NSW,1,103,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2499609,2016,NSW,1,10,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2499657,2016,NSW,1,62,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2499658,2016,NSW,1,20,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2522129,2016,NSW,1,41,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2522130,2016,NSW,1,103,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2522131,2016,NSW,1,62,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2522479,2016,NSW,1,62,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2522464,2016,NSW,1,41,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2522497,2016,NSW,1,62,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2536370,2016,NSW,1,82,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2543005,2016,NSW,1,62,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2543118,2016,NSW,1,62,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2543093,2016,NSW,1,82,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2543099,2016,NSW,1,41,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2543102,2016,NSW,1,31,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2563869,2016,NSW,1,62,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2563913,2016,NSW,1,103,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,19336,PVD2563939,2016,NSW,1,62,S.G.U. - solar (deemed),Segco Pty Ltd ATF GNS Trust,38846,Pending transfer,1
STC,10673,PVD2577741,2016,WA,1,123,S.G.U. - solar (deemed),Trade In Green Pty Ltd,25062,Pending audit,1
STC,10673,PVD2577742,2016,QLD,1,123,S.G.U. - solar (deemed),Trade In Green Pty Ltd,25062,Pending audit,1
STC,10673,PVD2577728,2016,VIC,1,72,S.G.U. - solar (deemed),Trade In Green Pty Ltd,25062,Pending audit,1
STC,20507,SW2557549,2016,QLD,1,37,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557578,2016,VIC,1,25,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557579,2016,VIC,1,25,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557582,2016,VIC,1,26,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557585,2016,VIC,1,35,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557588,2016,VIC,1,25,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557591,2016,VIC,1,26,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557592,2016,VIC,1,26,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557593,2016,VIC,1,26,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557595,2016,VIC,1,26,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557598,2016,VIC,1,25,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557656,2016,VIC,1,35,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557666,2016,QLD,1,37,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2557667,2016,VIC,1,35,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2566340,2016,VIC,1,33,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2566452,2016,VIC,1,33,S.W.H. - solar (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2566636,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574460,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574461,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574462,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574463,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574464,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574465,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574467,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574468,2016,VIC,1,26,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574469,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574470,2016,VIC,1,26,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574471,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574472,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574473,2016,VIC,1,26,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574474,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574475,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574477,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574478,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574479,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574480,2016,VIC,1,29,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574481,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574482,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574483,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574484,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574485,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574486,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574487,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574488,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574489,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574490,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574491,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574492,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574493,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574494,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574495,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574497,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574498,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574499,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574500,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574501,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574502,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574503,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574504,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574505,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574506,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574507,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574508,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574509,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574510,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574511,2016,VIC,1,29,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574512,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574513,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574514,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574515,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574516,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574517,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574518,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574519,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574520,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574521,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574523,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574524,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574526,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574527,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574528,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574529,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574530,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574532,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574533,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574534,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574535,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574536,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574537,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574538,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574539,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574540,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574541,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574542,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574543,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574544,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574545,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574547,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574548,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574550,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574551,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574552,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574553,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574554,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574909,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574910,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574911,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574912,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574953,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574954,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574956,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574957,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574958,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574959,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574960,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574961,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574963,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574964,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574965,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574966,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574967,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574968,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574969,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574970,2016,VIC,1,29,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574971,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574972,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574973,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574974,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574975,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574976,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574978,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574979,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574980,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574982,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574983,2016,VIC,1,29,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574984,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574985,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574986,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574987,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574988,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574989,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574991,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574992,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574994,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574995,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574996,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574997,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2574998,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575000,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575001,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575002,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575004,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575005,2016,VIC,1,29,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575006,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575007,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575008,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575009,2016,VIC,1,29,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575010,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575011,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575012,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575013,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575014,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575015,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575017,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575018,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575019,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575020,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575021,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575022,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575023,2016,VIC,1,29,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575024,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575025,2016,VIC,1,30,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575026,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575027,2016,VIC,1,29,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575028,2016,VIC,1,28,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
STC,20507,SW2575029,2016,VIC,1,29,S.W.H. - air source heat pump (deemed),Chromagen Australia Pty Ltd,40356,Registered,1
