certificateType,registeredPersonNumber,accreditationCode,generationYear,generationState,startSerialNumber,endSerialNumber,fuelSource,ownerAccount,ownerAccountId,status,certificateQuantity
LGC,285,WD00SA02,2012,SA,96048,96068,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96069,96125,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96126,96164,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96165,96203,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96282,96348,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96349,96359,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96360,96375,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96376,96437,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96438,96458,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96459,96515,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96516,96532,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96533,96580,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96581,96587,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96588,96593,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96831,96834,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96835,96883,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96884,96908,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96909,96923,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,96924,97064,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97065,97094,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97095,97110,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97111,97140,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97141,97142,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97143,97155,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97156,97190,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97191,97193,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97194,97307,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97308,97365,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97366,97381,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97382,97455,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97456,97529,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97530,97584,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97585,97777,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97778,97817,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,97818,97874,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,101181,101255,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,285,WD00SA02,2012,SA,101257,103297,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,103403,103411,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,103476,103533,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,103896,103968,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,103986,104064,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,104118,104262,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,104295,104379,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,104448,104497,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,104572,105028,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,105260,105337,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,105611,105698,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,105777,105846,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,105933,106088,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,106167,106244,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,106401,106556,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,106635,106790,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,106947,107102,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,107181,107414,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,107571,107726,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,108273,108428,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,109053,109163,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,109839,109916,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,110552,110629,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,111387,111464,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,112355,112432,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,113054,113131,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,113756,113833,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,114017,114067,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,114614,114691,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,748,WD00VC10,2012,VIC,115628,115705,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,323580,323909,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,323983,324626,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,324652,324797,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,324846,325076,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,325597,325970,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,326044,326441,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,333647,333713,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,333739,333792,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,333929,334074,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,334119,334135,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,334665,334703,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,334708,334711,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,334830,334976,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,335077,335575,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,335608,335639,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,337656,337694,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,337749,337884,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,337885,337921,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,337992,338200,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,338201,338253,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,338318,338440,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,338464,338672,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,338676,338868,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,338869,338917,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,338937,339136,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,339146,339166,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,340077,340163,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,340214,340241,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,340266,340823,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,340860,340901,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,340982,341085,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,341136,341204,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,341275,341592,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,341634,341696,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,341720,341824,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,342862,342884,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,342917,343101,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,343237,343540,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,352597,352628,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,352630,352905,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,354186,354429,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,354498,354841,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,354888,355197,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,355242,355351,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,356537,356593,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,356615,356892,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,356922,356999,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,357000,357226,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,357232,357592,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,357620,357660,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,357661,357733,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,357741,357809,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,357810,358011,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,358025,358102,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,358167,358484,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,358545,358562,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,358982,358996,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,359034,359163,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,359398,359862,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,359896,360085,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,360123,360433,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,360435,360746,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,360750,361043,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,361200,361209,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,361230,361385,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,361458,362027,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,362063,362206,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,363426,363563,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,363564,363688,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,363720,364503,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,365436,365513,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,365556,365771,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,365826,366215,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,366380,366847,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,366867,367081,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,367155,367315,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,367316,367338,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,367394,367471,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,368129,368206,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,368246,368440,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,368441,368716,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,368753,369142,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,369172,369268,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,369611,369686,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,369689,370033,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,370141,370577,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,370622,370699,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,370700,370821,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,370856,371089,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,371278,371589,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,371627,371667,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,371668,371979,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2932,WD00VC09,2012,VIC,372017,372525,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,207872,207911,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,207975,208052,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,208175,208450,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,208760,209033,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,209184,209230,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,215130,215207,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,215295,215324,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,215403,215408,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,215424,215455,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,215514,215554,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,215590,215646,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,215844,216060,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,216175,216294,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,226997,227116,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,227569,227891,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,227968,228016,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,228075,228076,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,228155,228280,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,228281,228282,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,228347,228384,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,228386,228445,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,228495,228503,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,228513,228513,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,228551,228587,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,228593,228672,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,229045,229059,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,229172,229175,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,229319,229608,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,229662,229744,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,229831,229994,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,229996,230199,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,230235,230445,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,230511,230821,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,230844,230930,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,231005,231041,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,231115,231163,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,231188,231201,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,231356,231362,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,231519,231843,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,231856,231933,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,231993,232057,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,232071,232503,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,232523,232652,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,232704,232797,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,232807,232853,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,232963,232972,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,233051,233067,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,233088,233202,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,233223,233260,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,233286,233303,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,233320,233376,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,233434,233511,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,233597,233638,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,233746,233753,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,233967,234158,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,234160,234181,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,234214,234301,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,234455,234455,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,234670,234831,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,234834,234838,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,234841,234910,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,234911,234970,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235037,235039,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235093,235148,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235155,235252,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235253,235280,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235370,235373,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235374,235526,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235578,235669,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235685,235754,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235784,235861,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,235914,235991,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,236099,236103,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,2632,WD00SA09,2012,SA,236182,236541,Wind,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC11,2012,VIC,26449,26494,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,34052,34064,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,34446,34455,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,34539,34555,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,32538,32571,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,32574,32603,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,32644,32653,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,32831,32849,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,32919,32921,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,32923,32926,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,32932,32934,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGVC12,2011,VIC,33203,33220,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,12,28,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,350,391,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,403,454,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,484,499,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,504,519,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,1102,1198,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,1851,1870,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,1872,1882,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,1895,1929,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
LGC,49,BEBGQL12,2011,QLD,1948,1950,Landfill gas,OEEL Accumulation Account,27938,Pending transfer,1
